target_roi,rank,direction,feature_index,expanded_feature_name,source_schema_roi,dimension_id,domain,lag,mean_coef,mean_abs_coef,positive_fraction,negative_fraction,sign_consistency,n_target_parcels,definition,trigger_list,scoreability_note,exclusion_note
FFA,9,negative,2,DLPFC::strategic_consequence_anticipation_lag2,DLPFC,strategic_consequence_anticipation,strategic_goal_and_plan_tracking,2,-0.007898045820,0.008769109610,0.250000,0.750000,0.750000,4,"The viewer's cognitive evaluation of the potential long-term consequences, risks, and strategic trade-offs of a character's decisions or actions.",A character weighing a difficult choice with significant future consequences; A debate between characters about the long-term risks of an action; A character warning another about the potential fallout of their behavior; A scene highlighting the high stakes and potential ripple effects of a strategic decision,"Look for scenes where characters explicitly discuss, worry about, or weigh the future fallout, risks, or benefits of their choices.",Do not score based on immediate physical danger unless the danger is a strategic consequence of a prior decision.
FFA,10,negative,328,pSTS::vocal_prosody_and_emotional_expression_lag3,pSTS,vocal_prosody_and_emotional_expression,audiovisual_speech_and_communication_integration,3,-0.007781259582,0.007781259582,0.000000,1.000000,1.000000,4,"The presence and intensity of emotional inflection, tone, pitch, and volume in spoken words (e.g., whispering in fear, shouting in anger, trembling voice).","A voice trembling with suppressed tears; A furious, screaming argument; A tense, hushed whisper in the dark; A sarcastic, mocking tone of voice","Score based on descriptions of how words are spoken, focusing on tone, volume, trembling, screaming, whispering, and emotional inflection.","Do not score the semantic content of the words themselves, only the acoustic and emotional delivery of the speech."
PCC,1,negative,876,TPJ::communicative_intent_and_dialogue_dynamics_lag6,TPJ,communicative_intent_and_dialogue_dynamics,social_interaction_appraisal,6,-0.010988189505,0.011326174819,0.166667,0.833333,0.833333,6,"The complexity of the communication between characters, focusing on subtext, non-verbal social cues, sarcasm, or reading between the lines of a conversation.",A character using heavy sarcasm or irony; A conversation filled with unspoken subtext; Characters communicating through subtle non-verbal cues,"Look for descriptions of sarcasm, flirting, coded language, tense silences, meaningful glances, and conversations where characters are hiding their true thoughts behind polite words.","Do not score loud, direct shouting matches where there is no subtext and everything is expressed explicitly."
PCC,2,negative,31,OFC::politeness_and_normative_compliance_lag2,OFC,politeness_and_normative_compliance,viewer_social_norm_appraisal,2,-0.009008205018,0.009008205018,0.000000,1.000000,1.000000,6,"The explicit adherence to social etiquette, respect, politeness, or cultural rituals and norms.",Offering a polite greeting or bow; Expressing deep gratitude or appreciation; Following strict protocol during a formal ceremony; Showing respect to an elder or authority figure,"Look for active demonstrations of politeness, respect, and adherence to social expectations.",Do not score passive compliance where no active polite behavior is described.
PCC,3,negative,847,SMG::dialogue_density_and_tempo_lag6,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,6,-0.008670356472,0.010998406822,0.166667,0.833333,0.833333,6,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
PCC,4,negative,688,TPJ::communicative_intent_and_dialogue_dynamics_lag5,TPJ,communicative_intent_and_dialogue_dynamics,social_interaction_appraisal,5,-0.008586356554,0.009449810750,0.166667,0.833333,0.833333,6,"The complexity of the communication between characters, focusing on subtext, non-verbal social cues, sarcasm, or reading between the lines of a conversation.",A character using heavy sarcasm or irony; A conversation filled with unspoken subtext; Characters communicating through subtle non-verbal cues,"Look for descriptions of sarcasm, flirting, coded language, tense silences, meaningful glances, and conversations where characters are hiding their true thoughts behind polite words.","Do not score loud, direct shouting matches where there is no subtext and everything is expressed explicitly."
PCC,5,negative,389,VMPFC::emotion_amusement_lag4,VMPFC,emotion_amusement,emotion_experience,4,-0.008410136568,0.015262837336,0.500000,0.500000,0.500000,6,"Inferred feeling of lighthearted humor, playfulness, or laughter triggered by funny, absurd, or witty narrative elements.","A character making a witty joke or sarcastic remark.; A slapstick or physically comical situation.; An absurd, ironic, or unexpected comedic turn of events.","Look for explicit jokes, witty banter, physical comedy, or absurd situations described in the text.","Do not score general happiness, joy, or relief unless there is a clear element of humor or playfulness."
PCC,6,negative,577,VMPFC::emotion_amusement_lag5,VMPFC,emotion_amusement,emotion_experience,5,-0.007954635695,0.017019873047,0.500000,0.500000,0.500000,6,"Inferred feeling of lighthearted humor, playfulness, or laughter triggered by funny, absurd, or witty narrative elements.","A character making a witty joke or sarcastic remark.; A slapstick or physically comical situation.; An absurd, ironic, or unexpected comedic turn of events.","Look for explicit jokes, witty banter, physical comedy, or absurd situations described in the text.","Do not score general happiness, joy, or relief unless there is a clear element of humor or playfulness."
PCC,7,negative,2,DLPFC::strategic_consequence_anticipation_lag2,DLPFC,strategic_consequence_anticipation,strategic_goal_and_plan_tracking,2,-0.007885939648,0.007947002296,0.166667,0.833333,0.833333,6,"The viewer's cognitive evaluation of the potential long-term consequences, risks, and strategic trade-offs of a character's decisions or actions.",A character weighing a difficult choice with significant future consequences; A debate between characters about the long-term risks of an action; A character warning another about the potential fallout of their behavior; A scene highlighting the high stakes and potential ripple effects of a strategic decision,"Look for scenes where characters explicitly discuss, worry about, or weigh the future fallout, risks, or benefits of their choices.",Do not score based on immediate physical danger unless the danger is a strategic consequence of a prior decision.
PCC,8,negative,863,AG::metaphorical_conceptual_processing_lag6,AG,metaphorical_conceptual_processing,semantic_schema_and_anomaly_resolution,6,-0.007802974454,0.012137490684,0.500000,0.500000,0.500000,6,"The processing of metaphorical language, highly symbolic dialogue, or abstract concepts that require the viewer to map one domain of knowledge onto another.","A character speaking in extended metaphors or allegories.; A visual element or action that serves as a direct metaphor for an abstract concept.; Dialogue discussing complex, abstract philosophical ideas.","Look for text describing poetic dialogue, philosophical discussions, allegorical stories, or visual symbols that represent abstract ideas.","Do not score simple emotional expressions or literal descriptions of events, even if they are dramatic."
PCC,9,negative,201,VMPFC::emotion_amusement_lag3,VMPFC,emotion_amusement,emotion_experience,3,-0.007004401825,0.009771992619,0.333333,0.666667,0.666667,6,"Inferred feeling of lighthearted humor, playfulness, or laughter triggered by funny, absurd, or witty narrative elements.","A character making a witty joke or sarcastic remark.; A slapstick or physically comical situation.; An absurd, ironic, or unexpected comedic turn of events.","Look for explicit jokes, witty banter, physical comedy, or absurd situations described in the text.","Do not score general happiness, joy, or relief unless there is a clear element of humor or playfulness."
PCC,10,negative,764,VMPFC::emotion_admiration_lag6,VMPFC,emotion_admiration,emotion_experience,6,-0.006676620785,0.006676620785,0.000000,1.000000,1.000000,6,"Inferred feeling of warm approval, respect, or appreciation directed toward a character's noble actions, skill, or character.",A character performing a selfless act of bravery.; A character demonstrating exceptional skill or mastery under pressure.; A character standing up for their principles despite personal cost.,"Score based on text descriptions of characters performing acts of virtue, bravery, skill, or moral strength.",Do not score general positive events or simple happiness; there must be a target of respect or approval.
DLPFC,1,negative,858,AG::social_relationship_dynamics_lag6,AG,social_relationship_dynamics,social_mentalizing,6,-0.012019075293,0.012191770357,0.100000,0.900000,0.900000,10,"Tracking the unstated tension, power struggles, alliances, or shifting emotional bonds between characters.",A subtle shift in power or dominance during a conversation.; Unspoken romantic or hostile tension between characters.; The formation or breaking of a social alliance or trust.,"Look for descriptions of body language, tone, subtext, and social positioning that indicate the state of relationships, power balances, or social alliances.","Do not score overt physical fights or simple, explicit statements of relationship status (e.g., 'They are enemies') unless the scene actively depicts the dynamic playing out."
DLPFC,2,negative,888,pSTS::locomotion_and_gait_dynamics_lag6,pSTS,locomotion_and_gait_dynamics,biological_motion_and_action_intent_appraisal,6,-0.011045203413,0.012390462609,0.200000,0.800000,0.800000,10,"The physical manner of walking, running, or moving through space, conveying intent, urgency, or physical state (e.g., sneaking, stomping, stumbling).",Sneaking stealthily on tiptoes; Stumbling or limping heavily due to injury; Sprinting frantically away from danger; Stomping angrily out of a room,"Score based on the style, speed, urgency, and physical effort involved in a character's walking, running, or physical movement through space.",Do not score passive transportation (like riding in a car) or stationary physical actions.
DLPFC,3,negative,95,SMG::dialogue_density_and_tempo_lag2,SMG,dialogue_density_and_tempo,verbal_phonological_tracking,2,-0.010763585688,0.012723329683,0.300000,0.700000,0.700000,10,"The density, speed, and overall tempo of spoken dialogue or narration in the scene.","characters speaking rapidly and overlapping; a fast-paced, witty banter sequence; a rapid-fire monologue or voiceover; characters interrupting each other constantly; a high volume of spoken words in a short period","Score based on the described speed, density, and frequency of spoken words, dialogue exchanges, or voiceovers.",Do not score non-verbal sounds (like groans or screams) or written text shown on screen.
DLPFC,4,negative,807,PCC::social_tension_and_subtext_lag6,PCC,social_tension_and_subtext,social_relationship_and_mentalizing_appraisal,6,-0.009603436041,0.010792398186,0.200000,0.800000,0.800000,10,"The presence of unexpressed social friction, power struggles, or underlying tension in dialogue and non-verbal communication.",Awkward silences during a conversation; Passive-aggressive remarks or double entendres; Power dynamics being asserted through body language; A polite conversation masking deep hostility,"Look for scenes where what is not said is more important than what is said, where characters compete for dominance, or where social norms prevent open conflict.","Do not score physical fights, loud shouting matches, or scenes of harmonious, straightforward cooperation."
DLPFC,5,negative,757,DLPFC::prediction_error_and_model_updating_lag6,DLPFC,prediction_error_and_model_updating,cognitive_conflict_and_hypothesis_testing,6,-0.009573462986,0.009573462986,0.000000,1.000000,1.000000,10,"The viewer's cognitive process of revising their mental model of the plot, characters, or world in response to a sudden plot twist, revelation, or prediction error.",A major plot twist that reveals a character's true identity or allegiance; A sudden revelation that changes the meaning of previous scenes; A character's unexpected action that completely contradicts their established personality; The discovery that a key assumption about the narrative world was false,"Driven by moments of high surprise, sudden revelations, plot twists, or shocking discoveries that contradict prior expectations.",Do not score simple jump scares or physical surprises that do not require cognitive re-evaluation of the narrative.
DLPFC,6,negative,845,SMG::unexpected_narrative_intrusions_lag6,SMG,unexpected_narrative_intrusions,attentional_reorienting_and_spatial_salience,6,-0.009169148547,0.010806734615,0.100000,0.900000,0.900000,10,"The sudden, unexpected introduction of a new character, object, or event that interrupts the ongoing narrative flow and demands immediate attention.","a character suddenly bursting into a private meeting; an unexpected phone call interrupting an intimate moment; a sudden, unannounced arrival of a visitor; an unexpected obstacle appearing in the middle of the road; a sudden, shocking plot twist revealed mid-conversation","Look for events that interrupt, halt, or redirect the characters' current focus, actions, or conversations in an unexpected manner.","Do not score expected transitions, planned meetings, or gradual narrative developments."
DLPFC,7,negative,648,IPL::character_motive_and_goal_updating_lag5,IPL,character_motive_and_goal_updating,narrative_causal_integration,5,-0.008017321201,0.008571296152,0.200000,0.800000,0.800000,10,"Updating the mental model of a character's long-term motives, goals, and allegiances based on new narrative information.",revealing a hidden motive; changing alliances; discovering a betrayal; re-evaluating a character's past actions,Score based on how much the scene shifts the viewer's understanding of a character's underlying drive or moral alignment.,"Do not score temporary, short-term goals (like wanting a glass of water)."
DLPFC,8,negative,595,OFC::politeness_and_normative_compliance_lag5,OFC,politeness_and_normative_compliance,viewer_social_norm_appraisal,5,-0.007905714837,0.008637323482,0.200000,0.800000,0.800000,10,"The explicit adherence to social etiquette, respect, politeness, or cultural rituals and norms.",Offering a polite greeting or bow; Expressing deep gratitude or appreciation; Following strict protocol during a formal ceremony; Showing respect to an elder or authority figure,"Look for active demonstrations of politeness, respect, and adherence to social expectations.",Do not score passive compliance where no active polite behavior is described.
DLPFC,9,negative,32,OFC::sensory_luxury_and_comfort_lag2,OFC,sensory_luxury_and_comfort,viewer_affective_and_hedonic_valuation,2,-0.007674516979,0.008604066046,0.200000,0.800000,0.800000,10,"The depiction of high-end, luxurious, comfortable, or sensory-rich environments and experiences (e.g., fine dining, plush furniture, beautiful aesthetics, physical indulgence).","Eating a gourmet meal in a five-star restaurant; Relaxing in a luxurious spa or hot tub; Sitting on a plush, comfortable velvet sofa; Surrounding oneself with beautiful art and gold decor","Focus on descriptions of sensory pleasure, comfort, wealth, and aesthetic indulgence.","Do not score general happiness or success unless it is tied to physical, sensory, or environmental luxury."
DLPFC,10,negative,670,AG::social_relationship_dynamics_lag5,AG,social_relationship_dynamics,social_mentalizing,5,-0.007564634556,0.007564634556,0.000000,1.000000,1.000000,10,"Tracking the unstated tension, power struggles, alliances, or shifting emotional bonds between characters.",A subtle shift in power or dominance during a conversation.; Unspoken romantic or hostile tension between characters.; The formation or breaking of a social alliance or trust.,"Look for descriptions of body language, tone, subtext, and social positioning that indicate the state of relationships, power balances, or social alliances.","Do not score overt physical fights or simple, explicit statements of relationship status (e.g., 'They are enemies') unless the scene actively depicts the dynamic playing out."
Temporal_Pole,1,negative,858,AG::social_relationship_dynamics_lag6,AG,social_relationship_dynamics,social_mentalizing,6,-0.007992895506,0.008881900837,0.250000,0.750000,0.750000,4,"Tracking the unstated tension, power struggles, alliances, or shifting emotional bonds between characters.",A subtle shift in power or dominance during a conversation.; Unspoken romantic or hostile tension between characters.; The formation or breaking of a social alliance or trust.,"Look for descriptions of body language, tone, subtext, and social positioning that indicate the state of relationships, power balances, or social alliances.","Do not score overt physical fights or simple, explicit statements of relationship status (e.g., 'They are enemies') unless the scene actively depicts the dynamic playing out."
Temporal_Pole,2,negative,9,DLPFC::temporal_thread_integration_lag2,DLPFC,temporal_thread_integration,narrative_working_memory_and_causal_integration,2,-0.007154034408,0.007154034408,0.000000,1.000000,1.000000,4,"The viewer's active cognitive maintenance and integration of temporally distant narrative threads, past backstories, or flashbacks to comprehend the current scene.","A scene that directly references or resolves a mystery established much earlier; A flashback that provides crucial context for a character's current behavior; A character recalling a past promise, betrayal, or event from a previous storyline; Non-linear storytelling that requires linking two different time periods","Look for flashbacks, non-linear structures, explicit callbacks, or scenes that resolve long-standing mysteries.",Do not score simple chronological transitions that do not require integrating distant narrative threads.
Temporal_Pole,3,negative,48,ACC::sudden_dramatic_shifts_lag2,ACC,sudden_dramatic_shifts,motivational_salience_and_urgency_tracking,2,-0.006898968077,0.006898968077,0.000000,1.000000,1.000000,4,"Abrupt, unexpected changes in the scene's tone, pacing, or environment that break the narrative flow and demand immediate attention.","A peaceful conversation suddenly interrupted by an explosion; A character suddenly collapsing or having a medical emergency; An alarm suddenly blaring in a quiet facility; A sudden, violent car crash out of nowhere","Score based on the contrast between the state immediately before and after the shift, and how abruptly it occurs.",Do not score gradual build-ups of tension or continuous high-action scenes.
Temporal_Pole,4,negative,155,FFA::human_agent_action_lag2,FFA,human_agent_action,animacy_and_social_presence,2,-0.006734934711,0.009242523314,0.250000,0.750000,0.750000,4,"The presence and visual focus on human or human-like agents performing physical actions, emphasizing biological motion and animacy.",running; gesturing; dancing; fighting; moving physically,"Score based on the intensity, speed, and complexity of physical actions performed by human or human-like agents.","Do not score high for mechanical motion (e.g., cars driving, machines operating) unless human agents are the primary visual focus of the action."
Temporal_Pole,5,negative,798,ACC::outcome_uncertainty_and_suspense_lag6,ACC,outcome_uncertainty_and_suspense,appraised_effort_and_action_outcomes,6,-0.006576644115,0.012463621215,0.250000,0.750000,0.750000,4,The degree of suspense and uncertainty surrounding whether a character's high-stakes action will succeed or fail.,A character waiting for the results of a critical medical test; A character taking a shot at a target with everything on the line; A character hiding as a searchlight passes inches away; A character waiting to see if a risky plan will actually work,"Score based on how balanced the odds are between success and failure, and how high the stakes of the outcome are.",Do not score situations where the outcome is already known or predictable.
Temporal_Pole,6,negative,836,IPL::character_motive_and_goal_updating_lag6,IPL,character_motive_and_goal_updating,narrative_causal_integration,6,-0.006571663792,0.009093502452,0.250000,0.750000,0.750000,4,"Updating the mental model of a character's long-term motives, goals, and allegiances based on new narrative information.",revealing a hidden motive; changing alliances; discovering a betrayal; re-evaluating a character's past actions,Score based on how much the scene shifts the viewer's understanding of a character's underlying drive or moral alignment.,"Do not score temporary, short-term goals (like wanting a glass of water)."
Temporal_Pole,7,negative,848,SMG::phonetic_and_articulatory_emphasis_lag6,SMG,phonetic_and_articulatory_emphasis,verbal_phonological_tracking,6,-0.006479211738,0.009710982846,0.250000,0.750000,0.750000,4,"The degree of phonetic, acoustic, or articulatory emphasis in the spoken language, including whispering, shouting, stuttering, or highly stylized pronunciation.","whispering a secret in a hushed, breathy voice; screaming or shouting in anger or panic; speaking with a heavy, highly pronounced accent; stuttering or hesitating on specific speech sounds; exaggerating or emphasizing certain syllables or words","Look for descriptions of how words are spoken (e.g., whispered, shouted, hissed, stuttered, accented, emphasized, articulated).","Do not score the semantic content of the words (what is said), only the physical/phonetic manner of delivery."
Temporal_Pole,8,negative,83,IPL::cross_scene_causal_linking_lag2,IPL,cross_scene_causal_linking,narrative_causal_integration,2,-0.006450505513,0.010117719126,0.250000,0.750000,0.750000,4,Connecting current events to past occurrences or future consequences in the plot to maintain narrative coherence.,recalling a past clue; realizing the consequence of an earlier action; connecting two seemingly unrelated events; foreshadowing a future event,Score based on how much the scene requires the viewer to integrate information across different times or scenes.,"Do not score simple chronological progressions without causal connections (e.g., 'then he went to bed')."
Temporal_Pole,9,negative,876,TPJ::communicative_intent_and_dialogue_dynamics_lag6,TPJ,communicative_intent_and_dialogue_dynamics,social_interaction_appraisal,6,-0.006279808984,0.006662465378,0.250000,0.750000,0.750000,4,"The complexity of the communication between characters, focusing on subtext, non-verbal social cues, sarcasm, or reading between the lines of a conversation.",A character using heavy sarcasm or irony; A conversation filled with unspoken subtext; Characters communicating through subtle non-verbal cues,"Look for descriptions of sarcasm, flirting, coded language, tense silences, meaningful glances, and conversations where characters are hiding their true thoughts behind polite words.","Do not score loud, direct shouting matches where there is no subtext and everything is expressed explicitly."
Temporal_Pole,10,negative,120,TPJ::secret_keeping_and_deception_tracking_lag2,TPJ,secret_keeping_and_deception_tracking,epistemic_perspective_tracking,2,-0.006275113427,0.006339441884,0.250000,0.750000,0.750000,4,"The degree to which the viewer tracks a character actively keeping a secret, lying, or deceiving another character in real-time.",A character telling a direct lie; A character hiding an object from someone in the room; A character deflecting questions to protect a secret,"Look for descriptions of characters lying, hiding evidence, pretending to be someone else, or carefully choosing their words to avoid revealing a secret.",Do not score simple privacy where no one is actively trying to uncover the secret or being deceived.
