episode_id,selected,reason,description_path,description_exists,summary_path,summary_exists,summary_metadata_exists,h5_dataset,h5_dataset_count,h5_trs,description_segments,max_description_end_s,inferred_feature_trs,needed_end,margin,already_used_round3
s03e01b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e01b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e01b/summary.json,False,False,ses-019_task-s03e01b,1,491,,,,,,False
s03e02a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e02a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e02a/summary.json,False,False,ses-019_task-s03e02a,1,475,,,,,,False
s03e02b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e02b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e02b/summary.json,False,False,ses-019_task-s03e02b,1,475,,,,,,False
s03e03a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e03a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e03a/summary.json,False,False,ses-019_task-s03e03a,1,454,,,,,,False
s03e03b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e03b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e03b/summary.json,False,False,ses-019_task-s03e03b,1,454,,,,,,False
s03e04a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e04a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e04a/summary.json,False,False,ses-020_task-s03e04a,1,473,,,,,,False
s03e04b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e04b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e04b/summary.json,False,False,ses-020_task-s03e04b,1,473,,,,,,False
s03e05a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e05a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e05a/summary.json,False,False,ses-020_task-s03e05a,1,484,,,,,,False
s03e05b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e05b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e05b/summary.json,False,False,ses-020_task-s03e05b,1,484,,,,,,False
s03e06a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e06a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e06a/summary.json,False,False,ses-020_task-s03e06a,1,470,,,,,,False
s03e06b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e06b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e06b/summary.json,False,False,ses-020_task-s03e06b,1,470,,,,,,False
s03e07a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e07a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e07a/summary.json,False,False,ses-021_task-s03e07a,1,467,,,,,,False
s03e07b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e07b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e07b/summary.json,False,False,ses-021_task-s03e07b,1,467,,,,,,False
s03e08a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e08a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e08a/summary.json,False,False,ses-021_task-s03e08a,1,460,,,,,,False
s03e08b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e08b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e08b/summary.json,False,False,ses-021_task-s03e08b,1,460,,,,,,False
s03e09a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e09a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e09a/summary.json,False,False,ses-021_task-s03e09a,1,493,,,,,,False
s03e09b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e09b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e09b/summary.json,False,False,ses-021_task-s03e09b,1,493,,,,,,False
s03e10a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e10a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e10a/summary.json,False,False,ses-022_task-s03e10a,1,451,,,,,,False
s03e10b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e10b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e10b/summary.json,False,False,ses-022_task-s03e10b,1,451,,,,,,False
s03e11a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e11a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e11a/summary.json,False,False,ses-022_task-s03e11a,1,457,,,,,,False
s03e11b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e11b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e11b/summary.json,False,False,ses-022_task-s03e11b,1,456,,,,,,False
s03e12a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e12a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e12a/summary.json,False,False,ses-022_task-s03e12a,1,464,,,,,,False
s03e12b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e12b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e12b/summary.json,False,False,ses-022_task-s03e12b,1,464,,,,,,False
s03e13a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e13a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e13a/summary.json,False,False,ses-023_task-s03e13a,1,474,,,,,,False
s03e13b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e13b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e13b/summary.json,False,False,ses-023_task-s03e13b,1,473,,,,,,False
s03e14a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e14a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e14a/summary.json,False,False,ses-023_task-s03e14a,1,458,,,,,,False
s03e14b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e14b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e14b/summary.json,False,False,ses-023_task-s03e14b,1,458,,,,,,False
s03e15a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e15a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e15a/summary.json,False,False,ses-024_task-s03e15a,1,458,,,,,,False
s03e15b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e15b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e15b/summary.json,False,False,ses-024_task-s03e15b,1,458,,,,,,False
s03e16a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e16a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e16a/summary.json,False,False,ses-024_task-s03e16a,1,468,,,,,,False
s03e16b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e16b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e16b/summary.json,False,False,ses-024_task-s03e16b,1,468,,,,,,False
s03e17a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e17a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e17a/summary.json,False,False,ses-024_task-s03e17a,1,454,,,,,,False
s03e17b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e17b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e17b/summary.json,False,False,ses-024_task-s03e17b,1,453,,,,,,False
s03e18a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e18a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e18a/summary.json,False,False,ses-025_task-s03e18a,1,469,,,,,,False
s03e18b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e18b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e18b/summary.json,False,False,ses-025_task-s03e18b,1,469,,,,,,False
s03e19a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e19a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e19a/summary.json,False,False,ses-025_task-s03e19a,1,468,,,,,,False
s03e19b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e19b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e19b/summary.json,False,False,ses-025_task-s03e19b,1,468,,,,,,False
s03e20a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e20a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e20a/summary.json,False,False,ses-025_task-s03e20a,1,464,,,,,,False
s03e20b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e20b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e20b/summary.json,False,False,ses-025_task-s03e20b,1,464,,,,,,False
s03e21a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e21a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e21a/summary.json,False,False,ses-026_task-s03e21a,1,460,,,,,,False
s03e21b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e21b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e21b/summary.json,False,False,ses-026_task-s03e21b,1,460,,,,,,False
s03e22a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e22a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e22a/summary.json,False,False,ses-026_task-s03e22a,1,463,,,,,,False
s03e22b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e22b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e22b/summary.json,False,False,ses-026_task-s03e22b,1,463,,,,,,False
s03e23a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e23a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e23a/summary.json,False,False,ses-027_task-s03e23a,1,470,,,,,,False
s03e23b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e23b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e23b/summary.json,False,False,ses-027_task-s03e23b,1,470,,,,,,False
s03e24a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e24a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e24a/summary.json,False,False,ses-027_task-s03e24a,1,454,,,,,,False
s03e24b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e24b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e24b/summary.json,False,False,ses-027_task-s03e24b,1,454,,,,,,False
s03e25a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e25a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e25a/summary.json,False,False,ses-027_task-s03e25a,1,479,,,,,,False
s03e25b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s03e25b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s03e25b/summary.json,False,False,ses-027_task-s03e25b,1,479,,,,,,False
s04e01a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e01a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e01a/summary.json,False,False,ses-027_task-s04e01a,1,468,,,,,,False
s04e01b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e01b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e01b/summary.json,False,False,ses-027_task-s04e01b,1,468,,,,,,False
s04e02a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e02a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e02a/summary.json,False,False,ses-027_task-s04e02a,1,478,,,,,,False
s04e02b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e02b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e02b/summary.json,False,False,ses-027_task-s04e02b,1,478,,,,,,False
s04e03a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e03a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e03a/summary.json,False,False,ses-028_task-s04e03a,1,445,,,,,,False
s04e03b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e03b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e03b/summary.json,False,False,ses-028_task-s04e03b,1,445,,,,,,False
s04e04a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e04a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e04a/summary.json,False,False,ses-028_task-s04e04a,1,453,,,,,,False
s04e04b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e04b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e04b/summary.json,False,False,ses-028_task-s04e04b,1,453,,,,,,False
s04e05a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e05a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e05a/summary.json,False,False,ses-028_task-s04e05a,1,471,,,,,,False
s04e05b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e05b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e05b/summary.json,False,False,ses-028_task-s04e05b,1,471,,,,,,False
s04e06a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e06a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e06a/summary.json,False,False,ses-028_task-s04e06a,1,465,,,,,,False
s04e06b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e06b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e06b/summary.json,False,False,ses-028_task-s04e06b,1,465,,,,,,False
s04e07a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e07a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e07a/summary.json,False,False,ses-028_task-s04e07a,1,497,,,,,,False
s04e07b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e07b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e07b/summary.json,False,False,ses-028_task-s04e07b,1,497,,,,,,False
s04e08a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e08a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e08a/summary.json,False,False,ses-029_task-s04e08a,1,503,,,,,,False
s04e08b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e08b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e08b/summary.json,False,False,ses-029_task-s04e08b,1,503,,,,,,False
s04e09a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e09a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e09a/summary.json,False,False,ses-029_task-s04e09a,1,441,,,,,,False
s04e09b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e09b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e09b/summary.json,False,False,ses-029_task-s04e09b,1,441,,,,,,False
s04e10a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e10a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e10a/summary.json,False,False,ses-029_task-s04e10a,1,449,,,,,,False
s04e10b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e10b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e10b/summary.json,False,False,ses-029_task-s04e10b,1,449,,,,,,False
s04e11a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e11a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e11a/summary.json,False,False,ses-029_task-s04e11a,1,483,,,,,,False
s04e11b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e11b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e11b/summary.json,False,False,ses-029_task-s04e11b,1,483,,,,,,False
s04e12a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e12a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e12a/summary.json,False,False,ses-030_task-s04e12a,1,466,,,,,,False
s04e12b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e12b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e12b/summary.json,False,False,ses-030_task-s04e12b,1,466,,,,,,False
s04e13a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e13a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e13a/summary.json,False,False,ses-030_task-s04e13a,1,448,,,,,,False
s04e13b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e13b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e13b/summary.json,False,False,ses-030_task-s04e13b,1,448,,,,,,False
s04e14a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e14a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e14a/summary.json,False,False,ses-030_task-s04e14a,1,447,,,,,,False
s04e14b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e14b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e14b/summary.json,False,False,ses-030_task-s04e14b,1,447,,,,,,False
s04e15a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e15a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e15a/summary.json,False,False,ses-031_task-s04e15a,1,444,,,,,,False
s04e15b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e15b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e15b/summary.json,False,False,ses-031_task-s04e15b,1,444,,,,,,False
s04e16a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e16a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e16a/summary.json,False,False,ses-031_task-s04e16a,1,487,,,,,,False
s04e16b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e16b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e16b/summary.json,False,False,ses-031_task-s04e16b,1,487,,,,,,False
s04e17a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e17a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e17a/summary.json,False,False,ses-031_task-s04e17a,1,478,,,,,,False
s04e17b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e17b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e17b/summary.json,False,False,ses-031_task-s04e17b,1,478,,,,,,False
s04e18a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e18a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e18a/summary.json,False,False,ses-032_task-s04e18a,1,450,,,,,,False
s04e18b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e18b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e18b/summary.json,False,False,ses-032_task-s04e18b,1,450,,,,,,False
s04e19a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e19a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e19a/summary.json,False,False,ses-032_task-s04e19a,1,437,,,,,,False
s04e19b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e19b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e19b/summary.json,False,False,ses-032_task-s04e19b,1,437,,,,,,False
s04e20a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e20a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e20a/summary.json,False,False,ses-033_task-s04e20a,1,447,,,,,,False
s04e20b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e20b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e20b/summary.json,False,False,ses-033_task-s04e20b,1,447,,,,,,False
s04e21a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e21a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e21a/summary.json,False,False,ses-034_task-s04e21a,1,448,,,,,,False
s04e21b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e21b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e21b/summary.json,False,False,ses-034_task-s04e21b,1,448,,,,,,False
s04e22a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e22a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e22a/summary.json,False,False,ses-034_task-s04e22a,1,459,,,,,,False
s04e22b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e22b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e22b/summary.json,False,False,ses-034_task-s04e22b,1,459,,,,,,False
s04e23a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e23a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e23a/summary.json,False,False,ses-035_task-s04e23a,1,505,,,,,,False
s04e23b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e23b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e23b/summary.json,False,False,ses-035_task-s04e23b,1,504,,,,,,False
s04e23c,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e23c/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e23c/summary.json,False,False,ses-035_task-s04e23c,1,504,,,,,,False
s04e23d,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s04e23d/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s04e23d/summary.json,False,False,ses-035_task-s04e23d,1,504,,,,,,False
s05e01a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e01a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e01a/summary.json,False,False,ses-036_task-s05e01a,1,439,,,,,,False
s05e01b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e01b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e01b/summary.json,False,False,ses-036_task-s05e01b,1,474,,,,,,False
s05e02a,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e02a/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e02a/summary.json,False,False,ses-036_task-s05e02a,1,495,,,,,,False
s05e02b,False,missing_full_run_summary,friends/description/downloaded_refine_descriptions/mv_friends_s05e02b/descriptions/refined_description.md,True,friends/full_runs/friends_full_scoring_start_14roi_gemini35_20260612/summaries/s05e02b/summary.json,False,False,ses-036_task-s05e02b,1,531,,,,,,False
